id,label,type,attribute1,attribute2,attribute3
T00742,Ticket #742 - Onboarding,ticket,pending,2026-01-04,medium
T01494,Ticket #1494 - Feature Request,ticket,in_progress,2026-01-03,critical
T00090,Ticket #90 - Billing,ticket,resolved,2025-06-08,critical
M00379,Message #379,message,outbound,2025-10-06,true
M00481,Message #481,message,internal_note,2025-03-29,true
M00945,Message #945,message,internal_note,2025-11-30,true
TAG024,waiting_dev,tag,tag,,true
U0075,Quentin Petit,user,agent,2024-08-21,true
M00896,Message #896,message,outbound,2026-02-03,true
T03001,Ticket #3001 - Documentation,ticket,pending,2025-12-03,low
T02835,Ticket #2835 - Security,ticket,closed,2025-07-14,critical
M00164,Message #164,message,inbound,2025-04-05,true
T01749,Ticket #1749 - Security,ticket,resolved,2025-06-26,high
T01451,Ticket #1451 - Performance,ticket,in_progress,2026-03-07,critical
T01185,Ticket #1185 - Integration,ticket,resolved,2025-03-27,high
M00646,Message #646,message,outbound,2025-12-09,true
T01993,Ticket #1993 - Training,ticket,resolved,2026-01-26,high
T02487,Ticket #2487 - Billing,ticket,resolved,2025-11-12,critical
T03328,Ticket #3328 - Bug,ticket,pending,2025-06-23,critical
T00442,Ticket #442 - Documentation,ticket,resolved,2025-11-13,medium
T01480,Ticket #1480 - Billing,ticket,in_progress,2025-07-31,low
M00782,Message #782,message,outbound,2025-12-04,true
T01046,Ticket #1046 - Billing,ticket,pending,2025-07-21,low
T00975,Ticket #975 - Feature Request,ticket,closed,2026-02-26,critical
M00545,Message #545,message,inbound,2026-02-27,true
M00644,Message #644,message,internal_note,2025-07-31,true
T03021,Ticket #3021 - Documentation,ticket,pending,2025-10-28,high
M01132,Message #1132,message,outbound,2025-09-11,true
T01387,Ticket #1387 - Integration,ticket,in_progress,2025-12-22,medium
T00309,Ticket #309 - Onboarding,ticket,pending,2025-03-15,critical
T00472,Ticket #472 - Onboarding,ticket,pending,2025-09-07,critical
T02343,Ticket #2343 - Performance,ticket,resolved,2025-04-14,critical
T01343,Ticket #1343 - Training,ticket,in_progress,2026-03-07,medium
T01074,Ticket #1074 - Feature Request,ticket,open,2025-10-27,medium
T02698,Ticket #2698 - Onboarding,ticket,resolved,2026-01-08,low
T01650,Ticket #1650 - Bug,ticket,resolved,2025-04-17,high
M00071,Message #71,message,inbound,2026-02-06,true
T02154,Ticket #2154 - Performance,ticket,pending,2025-11-25,medium
T00246,Ticket #246 - Billing,ticket,closed,2025-12-08,medium
M00208,Message #208,message,inbound,2026-02-15,true
M01176,Message #1176,message,outbound,2025-08-06,true
M00886,Message #886,message,inbound,2025-05-05,true
M00323,Message #323,message,inbound,2025-04-24,true
M00134,Message #134,message,inbound,2025-03-26,true
T00880,Ticket #880 - Feature Request,ticket,in_progress,2025-04-02,critical
M00464,Message #464,message,internal_note,2026-01-07,true
T03059,Ticket #3059 - Documentation,ticket,in_progress,2025-11-11,low
T01579,Ticket #1579 - Training,ticket,closed,2025-05-21,low
M00697,Message #697,message,outbound,2025-11-22,true
T01907,Ticket #1907 - Onboarding,ticket,closed,2025-07-13,high
M00654,Message #654,message,inbound,2026-02-04,true
T01762,Ticket #1762 - Support,ticket,resolved,2025-10-24,critical
T02843,Ticket #2843 - Training,ticket,in_progress,2025-04-07,high
M01172,Message #1172,message,inbound,2025-04-27,true
T03333,Ticket #3333 - Documentation,ticket,pending,2025-09-28,critical
T02883,Ticket #2883 - Documentation,ticket,in_progress,2025-08-28,low
M01131,Message #1131,message,inbound,2025-11-19,true
C0042,GammaOps #42,client,starter,2025-08-11,false
T01122,Ticket #1122 - Training,ticket,closed,2026-01-18,high
T01027,Ticket #1027 - Performance,ticket,resolved,2025-09-04,low
T02985,Ticket #2985 - Feature Request,ticket,pending,2025-10-21,critical
U0025,Diana Gilles,user,agent,2025-10-05,true
T01806,Ticket #1806 - Integration,ticket,closed,2025-10-28,medium
T02847,Ticket #2847 - Feature Request,ticket,open,2025-06-28,critical
T00493,Ticket #493 - Security,ticket,pending,2025-08-19,low
T03492,Ticket #3492 - Security,ticket,pending,2025-11-03,high
T00362,Ticket #362 - Training,ticket,in_progress,2025-08-17,low
T03274,Ticket #3274 - Feature Request,ticket,resolved,2025-10-28,low
T01606,Ticket #1606 - Performance,ticket,closed,2025-10-14,low
T00481,Ticket #481 - Integration,ticket,closed,2025-09-11,medium
T01838,Ticket #1838 - Documentation,ticket,pending,2025-07-30,medium
M00422,Message #422,message,inbound,2025-03-17,true
M00389,Message #389,message,inbound,2026-01-11,true
T01892,Ticket #1892 - Performance,ticket,in_progress,2025-12-03,low
T02464,Ticket #2464 - Training,ticket,pending,2025-03-19,medium
T00338,Ticket #338 - Onboarding,ticket,resolved,2026-02-01,low
M00738,Message #738,message,inbound,2026-01-30,true
T00321,Ticket #321 - Documentation,ticket,resolved,2025-08-13,low
T02615,Ticket #2615 - Billing,ticket,resolved,2025-09-29,low
T02953,Ticket #2953 - Training,ticket,resolved,2025-04-07,critical
T01721,Ticket #1721 - Training,ticket,pending,2025-12-22,high
T02586,Ticket #2586 - Security,ticket,open,2025-03-26,critical
T02136,Ticket #2136 - Integration,ticket,in_progress,2025-12-24,critical
T01635,Ticket #1635 - Integration,ticket,pending,2026-01-22,high
T03103,Ticket #3103 - Documentation,ticket,open,2025-05-05,medium
T00925,Ticket #925 - Training,ticket,in_progress,2026-01-01,critical
T00593,Ticket #593 - Documentation,ticket,open,2025-07-28,medium
T02432,Ticket #2432 - Documentation,ticket,closed,2025-11-03,high
T00208,Ticket #208 - Support,ticket,resolved,2025-05-13,critical
T02900,Ticket #2900 - Documentation,ticket,in_progress,2026-01-16,low
M01117,Message #1117,message,inbound,2025-06-06,true
T02538,Ticket #2538 - Training,ticket,open,2025-07-09,medium
T01860,Ticket #1860 - Support,ticket,resolved,2026-01-24,low
T02930,Ticket #2930 - Onboarding,ticket,in_progress,2025-06-01,high
T01300,Ticket #1300 - Security,ticket,open,2025-05-29,low
T02390,Ticket #2390 - Feature Request,ticket,open,2025-11-08,low
M01109,Message #1109,message,internal_note,2025-05-07,true
T00713,Ticket #713 - Bug,ticket,in_progress,2025-04-27,medium
T00739,Ticket #739 - Billing,ticket,resolved,2025-04-17,critical
T03324,Ticket #3324 - Documentation,ticket,pending,2025-04-14,high
M00510,Message #510,message,internal_note,2025-07-25,true
T03427,Ticket #3427 - Feature Request,ticket,open,2025-08-16,high
T02415,Ticket #2415 - Performance,ticket,pending,2025-10-08,high
T02806,Ticket #2806 - Performance,ticket,open,2025-12-29,high
T00131,Ticket #131 - Documentation,ticket,pending,2026-01-23,critical
M00359,Message #359,message,internal_note,2025-11-29,true
T02696,Ticket #2696 - Security,ticket,pending,2025-11-29,medium
T00044,Ticket #44 - Feature Request,ticket,in_progress,2025-04-22,low
C0058,Apex #58,client,pro,2025-04-10,false
T02029,Ticket #2029 - Billing,ticket,resolved,2025-05-30,critical
T02543,Ticket #2543 - Integration,ticket,resolved,2025-09-19,critical
T00509,Ticket #509 - Performance,ticket,closed,2026-01-31,high
M00078,Message #78,message,internal_note,2026-01-01,true
T02068,Ticket #2068 - Support,ticket,in_progress,2025-04-07,low
T00568,Ticket #568 - Performance,ticket,open,2025-03-15,medium
T00441,Ticket #441 - Bug,ticket,pending,2025-07-16,critical
T01241,Ticket #1241 - Feature Request,ticket,open,2025-07-18,high
T01319,Ticket #1319 - Bug,ticket,closed,2025-06-18,critical
T02573,Ticket #2573 - Security,ticket,in_progress,2025-08-02,low
M00567,Message #567,message,outbound,2025-05-01,true
T03278,Ticket #3278 - Documentation,ticket,resolved,2025-08-03,low
T00557,Ticket #557 - Performance,ticket,open,2026-01-10,medium
T00334,Ticket #334 - Bug,ticket,in_progress,2025-10-26,medium
T02744,Ticket #2744 - Documentation,ticket,in_progress,2025-07-01,critical
T02656,Ticket #2656 - Performance,ticket,pending,2025-04-07,low
T01250,Ticket #1250 - Training,ticket,open,2025-04-20,critical
T00957,Ticket #957 - Security,ticket,in_progress,2026-02-12,high
T03273,Ticket #3273 - Performance,ticket,in_progress,2025-07-13,critical
T01104,Ticket #1104 - Support,ticket,in_progress,2025-09-09,medium
M00293,Message #293,message,inbound,2025-08-27,true
M00902,Message #902,message,outbound,2025-05-15,true
T00868,Ticket #868 - Bug,ticket,open,2025-03-22,low
T01377,Ticket #1377 - Documentation,ticket,in_progress,2026-03-01,medium
T01801,Ticket #1801 - Bug,ticket,open,2025-04-16,medium
T02565,Ticket #2565 - Security,ticket,resolved,2025-09-09,medium
T03395,Ticket #3395 - Documentation,ticket,in_progress,2025-06-19,low
T01783,Ticket #1783 - Feature Request,ticket,closed,2025-11-21,high
T00760,Ticket #760 - Bug,ticket,resolved,2025-04-10,medium
M00784,Message #784,message,outbound,2026-03-10,true
T03205,Ticket #3205 - Security,ticket,open,2025-05-08,high
T02077,Ticket #2077 - Support,ticket,closed,2026-02-16,low
T02170,Ticket #2170 - Integration,ticket,resolved,2025-04-07,medium
T03429,Ticket #3429 - Onboarding,ticket,closed,2025-04-07,high
T01283,Ticket #1283 - Documentation,ticket,open,2025-09-30,critical
T02563,Ticket #2563 - Security,ticket,open,2025-10-03,low
T00796,Ticket #796 - Billing,ticket,in_progress,2025-05-03,critical
T01049,Ticket #1049 - Billing,ticket,in_progress,2026-01-20,medium
M00414,Message #414,message,internal_note,2025-05-12,true
T00898,Ticket #898 - Integration,ticket,open,2026-02-06,high
M01087,Message #1087,message,inbound,2025-04-28,true
T01272,Ticket #1272 - Bug,ticket,pending,2025-03-20,low
T00153,Ticket #153 - Onboarding,ticket,closed,2026-01-03,high
T03231,Ticket #3231 - Security,ticket,closed,2026-02-06,high
T03113,Ticket #3113 - Feature Request,ticket,pending,2025-11-01,low
C0056,Stellar #56,client,starter,2026-01-18,false
M01170,Message #1170,message,inbound,2025-06-17,true
M00768,Message #768,message,inbound,2025-03-21,true
T00354,Ticket #354 - Feature Request,ticket,resolved,2026-01-01,high
T01715,Ticket #1715 - Performance,ticket,pending,2025-07-10,critical
T02096,Ticket #2096 - Bug,ticket,open,2025-11-29,medium
M00498,Message #498,message,inbound,2025-08-04,true
T03089,Ticket #3089 - Documentation,ticket,in_progress,2025-04-16,medium
M01008,Message #1008,message,outbound,2025-10-04,true
T02570,Ticket #2570 - Feature Request,ticket,open,2025-11-12,medium
T02482,Ticket #2482 - Onboarding,ticket,closed,2025-10-30,low
M00200,Message #200,message,inbound,2025-11-21,true
T00170,Ticket #170 - Security,ticket,resolved,2025-08-18,critical
TAG003,regression,tag,tag,,true
T00217,Ticket #217 - Training,ticket,in_progress,2025-09-26,high
T00077,Ticket #77 - Integration,ticket,open,2025-11-26,high
T02252,Ticket #2252 - Bug,ticket,pending,2025-04-21,low
T01359,Ticket #1359 - Performance,ticket,in_progress,2025-09-29,high
M00273,Message #273,message,internal_note,2026-02-06,true
T00627,Ticket #627 - Feature Request,ticket,open,2026-01-17,high
T01972,Ticket #1972 - Security,ticket,in_progress,2025-10-13,low
T01138,Ticket #1138 - Feature Request,ticket,open,2025-12-18,high
T01251,Ticket #1251 - Bug,ticket,pending,2025-06-15,low
T03461,Ticket #3461 - Billing,ticket,resolved,2025-08-22,medium
T02414,Ticket #2414 - Billing,ticket,pending,2025-11-15,critical
T02869,Ticket #2869 - Onboarding,ticket,open,2025-06-10,medium
T02431,Ticket #2431 - Feature Request,ticket,resolved,2025-11-04,medium
M00624,Message #624,message,internal_note,2025-08-07,true
T03182,Ticket #3182 - Support,ticket,in_progress,2025-12-09,medium
T02082,Ticket #2082 - Bug,ticket,closed,2025-06-24,low
T01774,Ticket #1774 - Documentation,ticket,closed,2025-04-15,low
T00846,Ticket #846 - Bug,ticket,closed,2025-12-30,medium
T01118,Ticket #1118 - Integration,ticket,in_progress,2025-09-16,high
T03079,Ticket #3079 - Billing,ticket,in_progress,2025-07-11,low
T01123,Ticket #1123 - Support,ticket,in_progress,2025-08-01,critical
T02499,Ticket #2499 - Billing,ticket,in_progress,2026-03-04,low
T02955,Ticket #2955 - Support,ticket,pending,2025-11-06,high
T01645,Ticket #1645 - Integration,ticket,resolved,2025-07-27,high
M01032,Message #1032,message,outbound,2025-05-08,true
T01549,Ticket #1549 - Onboarding,ticket,pending,2025-08-08,low
T02711,Ticket #2711 - Billing,ticket,open,2025-09-26,critical
M00511,Message #511,message,inbound,2025-03-30,true
T00463,Ticket #463 - Security,ticket,open,2025-07-23,high
T02712,Ticket #2712 - Support,ticket,closed,2026-01-24,medium
T00637,Ticket #637 - Performance,ticket,pending,2025-04-14,low
T01858,Ticket #1858 - Security,ticket,open,2026-02-02,critical
T00786,Ticket #786 - Security,ticket,open,2026-01-25,critical
T00795,Ticket #795 - Bug,ticket,closed,2025-10-20,critical
T01934,Ticket #1934 - Billing,ticket,in_progress,2025-08-07,medium
T03133,Ticket #3133 - Training,ticket,resolved,2026-01-24,low
T00186,Ticket #186 - Feature Request,ticket,closed,2025-04-20,low
T00418,Ticket #418 - Feature Request,ticket,pending,2025-09-03,medium
T00127,Ticket #127 - Documentation,ticket,pending,2025-06-12,high
M00775,Message #775,message,inbound,2026-03-04,true
T03061,Ticket #3061 - Security,ticket,closed,2026-02-20,high
T01244,Ticket #1244 - Onboarding,ticket,open,2025-05-22,critical
M00730,Message #730,message,outbound,2025-11-25,true
T01628,Ticket #1628 - Feature Request,ticket,open,2025-08-15,critical
M00769,Message #769,message,inbound,2025-11-20,true
C0010,AlphaTech #10,client,pro,2024-12-13,false
T00284,Ticket #284 - Onboarding,ticket,closed,2026-02-16,medium
T02308,Ticket #2308 - Performance,ticket,in_progress,2026-03-10,high
M00322,Message #322,message,inbound,2025-08-17,true
M00956,Message #956,message,internal_note,2025-03-16,true
T03156,Ticket #3156 - Security,ticket,pending,2025-04-13,low
T01711,Ticket #1711 - Training,ticket,open,2025-12-14,low
T01218,Ticket #1218 - Bug,ticket,pending,2025-11-17,low
T00505,Ticket #505 - Feature Request,ticket,pending,2025-12-17,medium
T02745,Ticket #2745 - Feature Request,ticket,open,2025-04-14,medium
T02622,Ticket #2622 - Security,ticket,pending,2026-03-02,high
T01065,Ticket #1065 - Support,ticket,resolved,2025-06-01,critical
T01163,Ticket #1163 - Bug,ticket,in_progress,2025-08-31,medium
T02311,Ticket #2311 - Billing,ticket,in_progress,2025-04-05,medium
T00344,Ticket #344 - Onboarding,ticket,resolved,2025-11-04,medium
M01074,Message #1074,message,inbound,2025-10-19,true
T03372,Ticket #3372 - Documentation,ticket,closed,2025-06-21,low
M00940,Message #940,message,outbound,2025-06-24,true
T01269,Ticket #1269 - Support,ticket,closed,2025-03-25,high
T03304,Ticket #3304 - Training,ticket,open,2025-06-15,medium
T01575,Ticket #1575 - Performance,ticket,in_progress,2025-07-03,medium
T03096,Ticket #3096 - Training,ticket,closed,2025-12-27,medium
T03076,Ticket #3076 - Documentation,ticket,closed,2025-04-30,high
T00268,Ticket #268 - Feature Request,ticket,pending,2025-11-09,high
T00469,Ticket #469 - Integration,ticket,closed,2025-03-19,medium
T02126,Ticket #2126 - Performance,ticket,open,2025-12-09,critical
M00519,Message #519,message,internal_note,2025-07-08,true
T01429,Ticket #1429 - Security,ticket,resolved,2025-04-14,low
U0060,Jack Simon,user,admin,2025-07-31,true
M01027,Message #1027,message,internal_note,2025-12-03,true
T02312,Ticket #2312 - Feature Request,ticket,resolved,2026-03-06,critical
M00809,Message #809,message,inbound,2025-09-21,true
M00405,Message #405,message,inbound,2025-04-25,true
T00561,Ticket #561 - Security,ticket,open,2025-10-08,low
T03386,Ticket #3386 - Billing,ticket,in_progress,2025-09-13,low
T01959,Ticket #1959 - Security,ticket,in_progress,2025-05-16,medium
T02893,Ticket #2893 - Onboarding,ticket,open,2025-10-01,high
T02391,Ticket #2391 - Billing,ticket,in_progress,2026-02-09,low
T01743,Ticket #1743 - Bug,ticket,in_progress,2025-09-25,low
T02733,Ticket #2733 - Training,ticket,open,2025-12-25,critical
T01597,Ticket #1597 - Documentation,ticket,closed,2025-12-30,high
T02686,Ticket #2686 - Performance,ticket,open,2026-01-11,medium
T01375,Ticket #1375 - Documentation,ticket,pending,2025-07-17,critical
M00099,Message #99,message,outbound,2026-01-08,true
T01936,Ticket #1936 - Integration,ticket,in_progress,2025-03-26,high
T01851,Ticket #1851 - Security,ticket,open,2025-10-16,low
T00706,Ticket #706 - Feature Request,ticket,open,2026-02-05,medium
M00550,Message #550,message,outbound,2025-05-04,true
T00956,Ticket #956 - Integration,ticket,closed,2026-02-18,medium
M00140,Message #140,message,outbound,2026-02-23,true
M01154,Message #1154,message,internal_note,2025-06-19,true
T02006,Ticket #2006 - Integration,ticket,in_progress,2025-06-25,critical
T03375,Ticket #3375 - Integration,ticket,closed,2025-04-11,high
U0097,Yann Faure,user,supervisor,2025-08-28,false
M00092,Message #92,message,inbound,2025-04-30,true
T00328,Ticket #328 - Security,ticket,in_progress,2025-10-16,low
T01004,Ticket #1004 - Security,ticket,resolved,2025-12-14,low
T03428,Ticket #3428 - Training,ticket,open,2025-11-03,medium
T03468,Ticket #3468 - Onboarding,ticket,open,2025-06-06,critical
T00094,Ticket #94 - Bug,ticket,pending,2025-07-11,critical
M00002,Message #2,message,inbound,2025-09-26,true
T00988,Ticket #988 - Billing,ticket,pending,2025-03-29,high
T01032,Ticket #1032 - Support,ticket,open,2025-06-20,high
T01689,Ticket #1689 - Training,ticket,closed,2025-05-14,medium
T02036,Ticket #2036 - Onboarding,ticket,pending,2025-12-02,low
T02511,Ticket #2511 - Feature Request,ticket,pending,2025-09-09,low
M00043,Message #43,message,internal_note,2025-09-05,true
T00592,Ticket #592 - Training,ticket,open,2025-10-24,high
C0015,ZetaData #15,client,enterprise,2025-04-27,true
M00743,Message #743,message,inbound,2025-10-06,true
T02098,Ticket #2098 - Billing,ticket,pending,2025-05-31,medium
M01182,Message #1182,message,inbound,2025-06-10,true
T02026,Ticket #2026 - Security,ticket,closed,2025-07-18,high
M00228,Message #228,message,outbound,2025-12-03,true
T00870,Ticket #870 - Documentation,ticket,pending,2025-07-11,medium
T00020,Ticket #20 - Support,ticket,resolved,2025-05-23,critical
T02165,Ticket #2165 - Documentation,ticket,pending,2025-05-23,critical
M00981,Message #981,message,outbound,2025-11-15,true
T02964,Ticket #2964 - Performance,ticket,in_progress,2025-12-25,critical
T00459,Ticket #459 - Support,ticket,pending,2025-03-13,medium
M00229,Message #229,message,outbound,2025-11-01,true
T01759,Ticket #1759 - Support,ticket,resolved,2025-08-17,high
T01636,Ticket #1636 - Bug,ticket,in_progress,2025-04-16,medium
M00300,Message #300,message,inbound,2025-04-12,true
T00917,Ticket #917 - Support,ticket,open,2025-09-17,high
M00369,Message #369,message,inbound,2026-02-11,true
T00281,Ticket #281 - Security,ticket,in_progress,2025-09-18,medium
T01421,Ticket #1421 - Documentation,ticket,closed,2025-07-07,critical
T00681,Ticket #681 - Onboarding,ticket,open,2025-11-25,medium
T03214,Ticket #3214 - Security,ticket,resolved,2025-03-23,medium
T02477,Ticket #2477 - Support,ticket,in_progress,2026-01-10,low
M00141,Message #141,message,internal_note,2026-02-19,true
T01976,Ticket #1976 - Training,ticket,resolved,2026-02-14,high
T02105,Ticket #2105 - Support,ticket,closed,2025-06-11,critical
U0092,Zoe David,user,admin,2025-12-29,false
T01886,Ticket #1886 - Billing,ticket,resolved,2025-07-18,critical
T03178,Ticket #3178 - Billing,ticket,pending,2026-01-01,critical
T02542,Ticket #2542 - Integration,ticket,closed,2025-06-13,high
T03263,Ticket #3263 - Security,ticket,open,2025-05-07,critical
T02097,Ticket #2097 - Onboarding,ticket,closed,2025-11-18,high
T03299,Ticket #3299 - Billing,ticket,in_progress,2025-07-07,medium
T01859,Ticket #1859 - Feature Request,ticket,resolved,2025-10-31,medium
T00092,Ticket #92 - Integration,ticket,pending,2025-12-04,medium
T02815,Ticket #2815 - Support,ticket,in_progress,2025-12-27,critical
T02014,Ticket #2014 - Security,ticket,in_progress,2025-12-14,medium
M00562,Message #562,message,outbound,2026-03-04,true
T02305,Ticket #2305 - Onboarding,ticket,open,2026-01-12,low
M00277,Message #277,message,internal_note,2025-07-29,true
T02459,Ticket #2459 - Bug,ticket,closed,2025-12-02,critical
T02402,Ticket #2402 - Feature Request,ticket,pending,2025-03-28,medium
T00512,Ticket #512 - Integration,ticket,resolved,2025-11-14,high
T00486,Ticket #486 - Bug,ticket,closed,2025-06-25,critical
T01745,Ticket #1745 - Onboarding,ticket,open,2025-03-19,critical
M01110,Message #1110,message,outbound,2025-07-25,true
T01215,Ticket #1215 - Support,ticket,open,2025-07-05,medium
T00596,Ticket #596 - Security,ticket,open,2025-07-29,low
M00565,Message #565,message,internal_note,2025-10-02,true
T02223,Ticket #2223 - Support,ticket,closed,2025-06-07,low
T01428,Ticket #1428 - Training,ticket,open,2025-03-25,critical
T03381,Ticket #3381 - Billing,ticket,pending,2025-11-16,high
T01082,Ticket #1082 - Billing,ticket,open,2025-10-20,critical
T01935,Ticket #1935 - Billing,ticket,resolved,2025-08-11,critical
T01007,Ticket #1007 - Integration,ticket,resolved,2025-07-25,high
T01243,Ticket #1243 - Training,ticket,closed,2025-11-11,high
T01080,Ticket #1080 - Training,ticket,closed,2025-03-30,low
T01204,Ticket #1204 - Onboarding,ticket,in_progress,2025-05-31,medium
T01225,Ticket #1225 - Documentation,ticket,resolved,2025-12-03,medium
T00680,Ticket #680 - Security,ticket,open,2025-04-08,critical
T00934,Ticket #934 - Documentation,ticket,closed,2025-11-28,medium
T01321,Ticket #1321 - Support,ticket,pending,2025-07-28,critical
T02474,Ticket #2474 - Bug,ticket,in_progress,2025-11-09,high
T01624,Ticket #1624 - Onboarding,ticket,pending,2025-12-06,medium
M00998,Message #998,message,internal_note,2026-02-23,true
M01126,Message #1126,message,outbound,2025-12-27,true
T03146,Ticket #3146 - Billing,ticket,in_progress,2025-05-23,medium
T00484,Ticket #484 - Feature Request,ticket,open,2026-03-07,critical
T02336,Ticket #2336 - Performance,ticket,resolved,2025-10-07,medium
M00620,Message #620,message,outbound,2025-10-28,true
T01737,Ticket #1737 - Billing,ticket,pending,2025-09-13,low
T00663,Ticket #663 - Onboarding,ticket,open,2025-05-21,low
T00370,Ticket #370 - Security,ticket,pending,2025-03-31,low
T01793,Ticket #1793 - Bug,ticket,resolved,2025-10-31,high
T01706,Ticket #1706 - Support,ticket,in_progress,2025-08-14,high
T00372,Ticket #372 - Training,ticket,resolved,2025-10-26,medium
T02303,Ticket #2303 - Security,ticket,resolved,2025-08-27,critical
M00640,Message #640,message,outbound,2025-09-03,true
T03394,Ticket #3394 - Training,ticket,open,2026-01-22,medium
T02827,Ticket #2827 - Billing,ticket,in_progress,2025-03-17,medium
T01992,Ticket #1992 - Bug,ticket,pending,2025-11-25,medium
M00547,Message #547,message,inbound,2025-10-06,true
T00924,Ticket #924 - Training,ticket,open,2025-07-23,critical
T01791,Ticket #1791 - Onboarding,ticket,pending,2025-03-25,low
U0086,Paula Gilles,user,agent,2025-09-10,false
T01704,Ticket #1704 - Integration,ticket,open,2025-08-25,high
T03064,Ticket #3064 - Documentation,ticket,resolved,2025-10-01,medium
T00989,Ticket #989 - Bug,ticket,in_progress,2025-05-30,medium
M00418,Message #418,message,outbound,2025-06-17,true
T01033,Ticket #1033 - Support,ticket,closed,2025-12-05,medium
M00874,Message #874,message,outbound,2025-03-23,true
T02462,Ticket #2462 - Performance,ticket,open,2025-07-06,critical
T00872,Ticket #872 - Feature Request,ticket,in_progress,2025-10-23,medium
M00186,Message #186,message,inbound,2025-10-04,true
T03018,Ticket #3018 - Billing,ticket,resolved,2025-07-03,critical
M00623,Message #623,message,inbound,2025-04-11,true
M00472,Message #472,message,inbound,2026-02-13,true
T00639,Ticket #639 - Support,ticket,resolved,2025-04-18,low
T00668,Ticket #668 - Support,ticket,pending,2025-11-03,critical
M01164,Message #1164,message,internal_note,2025-10-31,true
M00821,Message #821,message,outbound,2026-01-28,true
T02265,Ticket #2265 - Performance,ticket,closed,2025-12-10,high
T01514,Ticket #1514 - Security,ticket,pending,2025-08-17,low
T00211,Ticket #211 - Feature Request,ticket,in_progress,2025-04-20,low
T02921,Ticket #2921 - Feature Request,ticket,closed,2025-06-06,high
M00070,Message #70,message,outbound,2025-03-14,true
M00238,Message #238,message,inbound,2025-07-03,true
M00600,Message #600,message,outbound,2025-03-11,true
T02106,Ticket #2106 - Security,ticket,pending,2025-05-08,critical
T01078,Ticket #1078 - Integration,ticket,open,2025-11-27,high
T01815,Ticket #1815 - Bug,ticket,in_progress,2025-07-31,critical
T00352,Ticket #352 - Bug,ticket,open,2025-10-17,critical
M01080,Message #1080,message,inbound,2025-04-06,true
T00830,Ticket #830 - Support,ticket,closed,2025-06-19,medium
T02440,Ticket #2440 - Performance,ticket,resolved,2025-06-15,high
M00053,Message #53,message,internal_note,2025-03-13,true
T00553,Ticket #553 - Feature Request,ticket,pending,2025-11-17,medium
T02231,Ticket #2231 - Onboarding,ticket,closed,2025-11-29,medium
U0045,Oscar Bernard,user,agent,2025-04-06,true
T03199,Ticket #3199 - Documentation,ticket,pending,2026-01-12,medium
T01694,Ticket #1694 - Training,ticket,open,2025-06-13,medium
T00009,Ticket #9 - Onboarding,ticket,in_progress,2025-03-29,critical
T02192,Ticket #2192 - Bug,ticket,resolved,2025-11-27,medium
M01092,Message #1092,message,internal_note,2025-05-15,true
T00473,Ticket #473 - Integration,ticket,open,2025-07-13,high
T00337,Ticket #337 - Integration,ticket,closed,2025-03-25,critical
U0090,Marc Chevalier,user,admin,2025-03-17,false
M00842,Message #842,message,inbound,2026-03-10,true
T02846,Ticket #2846 - Bug,ticket,open,2025-12-19,medium
M01082,Message #1082,message,inbound,2026-01-12,true
T02040,Ticket #2040 - Support,ticket,resolved,2026-01-13,high
T01822,Ticket #1822 - Training,ticket,resolved,2025-11-03,high
M01141,Message #1141,message,internal_note,2026-02-27,true
T00252,Ticket #252 - Performance,ticket,in_progress,2025-06-13,critical
T00292,Ticket #292 - Performance,ticket,open,2025-08-02,medium
T01724,Ticket #1724 - Onboarding,ticket,resolved,2025-07-02,high
T00650,Ticket #650 - Performance,ticket,in_progress,2025-04-20,low
T01670,Ticket #1670 - Security,ticket,pending,2025-10-23,high
T00150,Ticket #150 - Support,ticket,closed,2025-05-25,medium
T03454,Ticket #3454 - Support,ticket,pending,2026-02-13,critical
T02997,Ticket #2997 - Security,ticket,open,2025-11-17,low
M00556,Message #556,message,inbound,2025-09-26,true
T01925,Ticket #1925 - Documentation,ticket,open,2025-06-24,low
T03208,Ticket #3208 - Onboarding,ticket,pending,2025-08-09,low
T01017,Ticket #1017 - Security,ticket,in_progress,2026-03-05,medium
T00047,Ticket #47 - Training,ticket,in_progress,2025-04-28,medium
T02848,Ticket #2848 - Security,ticket,closed,2025-11-09,low
T01933,Ticket #1933 - Security,ticket,resolved,2025-09-07,medium
T01697,Ticket #1697 - Security,ticket,in_progress,2025-12-06,critical
T01489,Ticket #1489 - Feature Request,ticket,in_progress,2026-01-16,critical
C0030,Acme Corp #30,client,enterprise,2023-10-10,false
T01092,Ticket #1092 - Performance,ticket,in_progress,2025-07-06,medium
T01455,Ticket #1455 - Feature Request,ticket,in_progress,2025-07-07,low
T01786,Ticket #1786 - Security,ticket,in_progress,2025-08-06,critical
T03082,Ticket #3082 - Support,ticket,closed,2025-03-20,low
T02839,Ticket #2839 - Billing,ticket,closed,2025-09-11,high
T01048,Ticket #1048 - Feature Request,ticket,open,2025-11-27,critical
T00727,Ticket #727 - Security,ticket,in_progress,2026-02-24,high
M00992,Message #992,message,internal_note,2025-08-14,true
T00125,Ticket #125 - Billing,ticket,open,2025-10-10,high
T01652,Ticket #1652 - Training,ticket,closed,2025-11-28,medium
M00268,Message #268,message,inbound,2025-09-12,true
T01367,Ticket #1367 - Documentation,ticket,closed,2026-03-05,medium
